Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
HPC7A 24xlarge,hpc7a.24xlarge,768 GiB,48 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 48xlarge,hpc7a.48xlarge,768 GiB,96 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 96xlarge,hpc7a.96xlarge,768 GiB,192 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G Quadruple Extra Large,hpc7g.4xlarge,128 GiB,16 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G Eight Extra Large,hpc7g.8xlarge,128 GiB,32 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G 16xlarge Extra Large,hpc7g.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
High Storage Eight Extra Large,hs1.8xlarge,117 GiB,16 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I2 Large,i2.large,15 GiB,2 vCPUs,EBS only,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
I2 Extra Large,i2.xlarge,30.5 GiB,4 vCPUs,800 GB SSD,Moderate,$1.013 hourly,$0.556 hourly,$0.1581 hourly,$1.133 hourly,$0.709 hourly
I2 Double Extra Large,i2.2xlarge,61 GiB,8 vCPUs,1600 GB (2×800 GB SSD),High,$2.026 hourly,$1.112 hourly,$0.3698 hourly,$2.267 hourly,$1.418 hourly
I2 Quadruple Extra Large,i2.4xlarge,122 GiB,16 vCPUs,3200 GB (4×800 GB SSD),High,$4.051 hourly,$2.224 hourly,$0.8541 hourly,$4.532 hourly,$2.835 hourly
I2 Eight Extra Large,i2.8xlarge,244 GiB,32 vCPUs,6400 GB (8×800 GB SSD),10 Gigabit,$8.102 hourly,$4.448 hourly,$1.5008 hourly,$9.064 hourly,$5.67 hourly
I3 High I/O Large,i3.large,15.25 GiB,2 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,$0.186 hourly,$0.126 hourly,$0.0513 hourly,$0.278 hourly,$0.218 hourly
I3 High I/O Extra Large,i3.xlarge,30.5 GiB,4 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.372 hourly,$0.252 hourly,$0.1497 hourly,$0.556 hourly,$0.436 hourly
I3 High I/O Double Extra Large,i3.2xlarge,61 GiB,8 vCPUs,1900 GB NVMe SSD,Up to 10 Gigabit,$0.744 hourly,$0.504 hourly,$0.2807 hourly,$1.112 hourly,$0.872 hourly
I3 High I/O Quadruple Extra Large,i3.4xlarge,122 GiB,16 vCPUs,3800 GB (2×1900 GB NVMe SSD),Up to 10 Gigabit,$1.488 hourly,$1.008 hourly,$0.5476 hourly,$2.224 hourly,$1.744 hourly
I3 High I/O Eight Extra Large,i3.8xlarge,244 GiB,32 vCPUs,7600 GB (4×1900 GB NVMe SSD),10 Gigabit,$2.976 hourly,$2.016 hourly,$1.122 hourly,$4.448 hourly,$3.488 hourly
I3 High I/O 16xlarge Extra Large,i3.16xlarge,488 GiB,64 vCPUs,15200 GB (8×1900 GB NVMe SSD),25 Gigabit,$5.952 hourly,$4.032 hourly,$1.5634 hourly,$8.896 hourly,$6.976 hourly
I3 High I/O Metal,i3.metal,512 GiB,72 vCPUs,EBS only,25 Gigabit,$5.952 hourly,$4.032 hourly,$1.1832 hourly,$8.896 hourly,$6.976 hourly
I3EN Large,i3en.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.27 hourly,$0.184 hourly,$0.0716 hourly,$0.362 hourly,$0.276 hourly
I3EN Extra Large,i3en.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.54 hourly,$0.369 hourly,$0.1854 hourly,$0.724 hourly,$0.553 hourly
I3EN Double Extra Large,i3en.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$1.08 hourly,$0.737 hourly,$0.3779 hourly,$1.448 hourly,$1.105 hourly
I3EN 3xlarge,i3en.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.62 hourly,$1.106 hourly,$0.5076 hourly,$2.172 hourly,$1.658 hourly
I3EN 6xlarge,i3en.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$3.24 hourly,$2.212 hourly,$0.8239 hourly,$4.344 hourly,$3.316 hourly
I3EN 12xlarge Extra Large,i3en.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$6.48 hourly,$4.424 hourly,$1.3988 hourly,$8.688 hourly,$6.632 hourly
I3EN 24xlarge,i3en.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$12.96 hourly,$8.848 hourly,$2.4896 hourly,$17.376 hourly,$13.264 hourly
I3EN Metal,i3en.metal,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$12.96 hourly,$8.848 hourly,$1.296 hourly,$17.376 hourly,$13.264 hourly
I3P 16xlarge Extra Large,i3p.16xlarge,488 GiB,64 vCPUs,EBS only,20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Large,i4g.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Extra Large,i4g.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Double Extra Large,i4g.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Quadruple Extra Large,i4g.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Eight Extra Large,i4g.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G 16xlarge Extra Large,i4g.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4I Large,i4i.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.205 hourly,$0.133 hourly,$0.0649 hourly,$0.297 hourly,$0.133 hourly
I4I Extra Large,i4i.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.409 hourly,$0.267 hourly,$0.1529 hourly,$0.593 hourly,$0.451 hourly
I4I Double Extra Large,i4i.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.818 hourly,$0.533 hourly,$0.2524 hourly,$1.186 hourly,$0.533 hourly
I4I Quadruple Extra Large,i4i.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.637 hourly,$1.067 hourly,$0.5671 hourly,$2.373 hourly,$1.803 hourly
I4I Eight Extra Large,i4i.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,$3.274 hourly,$2.134 hourly,$0.9473 hourly,$4.746 hourly,$3.606 hourly
I4I 12xlarge Extra Large,i4i.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),28.12 Gigabit,$4.91 hourly,$3.20 hourly,$1.259 hourly,$7.118 hourly,$5.408 hourly
I4I 16xlarge Extra Large,i4i.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,$6.547 hourly,$4.267 hourly,$1.6728 hourly,$9.491 hourly,$7.211 hourly
I4I 24xlarge,i4i.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),56.25 Gigabit,$9.8208 hourly,$6.4007 hourly,$2.4235 hourly,$14.2368 hourly,$10.8167 hourly
I4I 32xlarge,i4i.32xlarge,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$13.0944 hourly,$8.5342 hourly,$2.6097 hourly,$18.9824 hourly,$8.5342 hourly
I4I Metal,i4i.metal,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$13.094 hourly,$8.534 hourly,$2.5997 hourly,$18.982 hourly,$8.534 hourly
I7I Large,i7i.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.2251 hourly,unavailable,$0.0326 hourly,$0.3171 hourly,unavailable
I7I Extra Large,i7i.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.4501 hourly,unavailable,$0.0638 hourly,$0.6341 hourly,unavailable
I7I Double Extra Large,i7i.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.9002 hourly,unavailable,$0.1343 hourly,$1.2682 hourly,unavailable
I7I Quadruple Extra Large,i7i.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.8005 hourly,unavailable,$0.264 hourly,$2.5365 hourly,unavailable
I7I Eight Extra Large,i7i.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,$3.601 hourly,unavailable,$0.5389 hourly,$5.073 hourly,unavailable
I7I 12xlarge Extra Large,i7i.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28 Gigabit,$5.4014 hourly,unavailable,$0.8119 hourly,$7.6094 hourly,unavailable
I7I 16xlarge Extra Large,i7i.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,$7.2019 hourly,unavailable,$0.9672 hourly,$10.1459 hourly,unavailable
I7I 24xlarge,i7i.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$10.8029 hourly,unavailable,$1.6579 hourly,$15.2189 hourly,unavailable
I7I 48xlarge,i7i.48xlarge,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$21.6058 hourly,unavailable,$3.1442 hourly,$30.4378 hourly,unavailable
I7I Metal-24xl,i7i.metal-24xl,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$10.8029 hourly,unavailable,$1.3196 hourly,$15.2189 hourly,unavailable
I7I Metal-48xl,i7i.metal-48xl,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$21.6058 hourly,unavailable,$3.0334 hourly,$30.4378 hourly,unavailable
I7IE Large,i7ie.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.3105 hourly,unavailable,$0.0832 hourly,$0.4025 hourly,unavailable
I7IE Extra Large,i7ie.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.621 hourly,unavailable,$0.1918 hourly,$0.805 hourly,unavailable
I7IE Double Extra Large,i7ie.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$1.242 hourly,unavailable,$0.4614 hourly,$1.61 hourly,unavailable
I7IE 3xlarge,i7ie.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.863 hourly,unavailable,$0.6731 hourly,$2.415 hourly,unavailable
I7IE 6xlarge,i7ie.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,$3.726 hourly,unavailable,$0.9202 hourly,$4.83 hourly,unavailable
I7IE 12xlarge Extra Large,i7ie.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),Up to 50 Gigabit,$7.452 hourly,unavailable,$1.5861 hourly,$9.66 hourly,unavailable
I7IE 18xlarge,i7ie.18xlarge,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),Up to 75 Gigabit,$11.178 hourly,unavailable,$3.5106 hourly,$14.49 hourly,unavailable
I7IE 24xlarge,i7ie.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$14.904 hourly,unavailable,$3.5148 hourly,$19.32 hourly,unavailable
I7IE 48xlarge,i7ie.48xlarge,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$29.808 hourly,unavailable,$6.1322 hourly,$38.64 hourly,unavailable
I7IE Metal-24xl,i7ie.metal-24xl,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$14.904 hourly,unavailable,$3.3309 hourly,$19.32 hourly,unavailable
I7IE Metal-48xl,i7ie.metal-48xl,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$29.808 hourly,unavailable,$10.5251 hourly,$38.64 hourly,unavailable
I8G Large,i8g.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.2046 hourly,unavailable,$0.0472 hourly,unavailable,unavailable
I8G Extra Large,i8g.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.4092 hourly,unavailable,$0.1091 hourly,unavailable,unavailable
I8G Double Extra Large,i8g.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.8184 hourly,unavailable,$0.2265 hourly,unavailable,unavailable
I8G Quadruple Extra Large,i8g.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$1.6368 hourly,unavailable,$0.3023 hourly,unavailable,unavailable
I8G Eight Extra Large,i8g.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,$3.2736 hourly,unavailable,$0.6492 hourly,unavailable,unavailable
I8G 12xlarge Extra Large,i8g.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28.12 Gigabit,$4.9104 hourly,unavailable,$1.0382 hourly,unavailable,unavailable
I8G 16xlarge Extra Large,i8g.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,$6.5472 hourly,unavailable,$1.0086 hourly,unavailable,unavailable
I8G 24xlarge,i8g.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$9.8208 hourly,unavailable,$1.5471 hourly,unavailable,unavailable
I8G 48xlarge,i8g.48xlarge,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Metal-24xl,i8g.metal-24xl,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$9.8208 hourly,unavailable,$1.9246 hourly,unavailable,unavailable
I8GE Large,i8ge.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Extra Large,i8ge.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Double Extra Large,i8ge.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 3xlarge,i8ge.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 6xlarge,i8ge.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 12xlarge Extra Large,i8ge.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 18xlarge,i8ge.18xlarge,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),112.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 24xlarge,i8ge.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 48xlarge,i8ge.48xlarge,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Metal-24xl,i8ge.metal-24xl,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Metal-48xl,i8ge.metal-48xl,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
IM4GN Large,im4gn.large,8 GiB,2 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.2169 hourly,$0.1397 hourly,$0.0555 hourly,unavailable,unavailable
IM4GN Extra Large,im4gn.xlarge,16 GiB,4 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.4338 hourly,$0.2794 hourly,$0.1522 hourly,unavailable,unavailable
IM4GN Double Extra Large,im4gn.2xlarge,32 GiB,8 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.8675 hourly,$0.5588 hourly,$0.2474 hourly,unavailable,unavailable
IM4GN Quadruple Extra Large,im4gn.4xlarge,64 GiB,16 vCPUs,7500 GB NVMe SSD,25 Gigabit,$1.735 hourly,$1.1176 hourly,$0.3933 hourly,unavailable,unavailable
IM4GN Eight Extra Large,im4gn.8xlarge,128 GiB,32 vCPUs,15000 GB (2×7500 GB NVMe SSD),50 Gigabit,$3.47 hourly,$2.2352 hourly,$0.7885 hourly,unavailable,unavailable
IM4GN 16xlarge Extra Large,im4gn.16xlarge,256 GiB,64 vCPUs,30000 GB (4×7500 GB NVMe SSD),100 Gigabit,$6.94 hourly,$4.4703 hourly,$1.3915 hourly,unavailable,unavailable
INF1 Extra Large,inf1.xlarge,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.285 hourly,$0.18 hourly,$0.0826 hourly,unavailable,unavailable
INF1 Double Extra Large,inf1.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.453 hourly,$0.285 hourly,$0.1451 hourly,unavailable,unavailable
INF1 6xlarge,inf1.6xlarge,48 GiB,24 vCPUs,EBS only,25 Gigabit,$1.475 hourly,$0.93 hourly,$0.4061 hourly,unavailable,unavailable
INF1 24xlarge,inf1.24xlarge,192 GiB,96 vCPUs,EBS only,100 Gigabit,$5.902 hourly,$3.718 hourly,$1.235 hourly,unavailable,unavailable
INF2 Extra Large,inf2.xlarge,16 GiB,4 vCPUs,EBS only,Up to 15 Gigabit,$1.1373 hourly,$0.7165 hourly,$0.2139 hourly,unavailable,unavailable
INF2 Eight Extra Large,inf2.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 25 Gigabit,$2.9518 hourly,$1.8596 hourly,$0.7188 hourly,unavailable,unavailable
INF2 24xlarge,inf2.24xlarge,384 GiB,96 vCPUs,EBS only,50 Gigabit,$9.736 hourly,$6.1337 hourly,$1.6949 hourly,unavailable,unavailable
INF2 48xlarge,inf2.48xlarge,768 GiB,192 vCPUs,EBS only,100 Gigabit,$19.4719 hourly,$12.2673 hourly,$3.7251 hourly,unavailable,unavailable
IS4GEN Medium,is4gen.medium,6 GiB,1 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.1721 hourly,$0.1177 hourly,$0.0432 hourly,unavailable,unavailable
IS4GEN Large,is4gen.large,12 GiB,2 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.3443 hourly,$0.2354 hourly,$0.0562 hourly,unavailable,unavailable
IS4GEN Extra Large,is4gen.xlarge,24 GiB,4 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.6885 hourly,$0.4707 hourly,$0.197 hourly,unavailable,unavailable
IS4GEN Double Extra Large,is4gen.2xlarge,48 GiB,8 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$1.377 hourly,$0.9414 hourly,$0.2972 hourly,unavailable,unavailable
IS4GEN Quadruple Extra Large,is4gen.4xlarge,96 GiB,16 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$2.754 hourly,$1.8828 hourly,$0.6258 hourly,unavailable,unavailable
IS4GEN Eight Extra Large,is4gen.8xlarge,192 GiB,32 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$5.508 hourly,$3.7656 hourly,$1.1002 hourly,unavailable,unavailable
M1 General Purpose Small,m1.small,1.7 GiB,1 vCPUs,160 GB HDD,Low,unavailable,unavailable,unavailable,unavailable,unavailable
M1 General Purpose Medium,m1.medium,3.75 GiB,1 vCPUs,410 GB HDD,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
M1 General Purpose Large,m1.large,7.5 GiB,2 vCPUs,840 GB (2×420 GB HDD),Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
M1 General Purpose Extra Large,m1.xlarge,15 GiB,4 vCPUs,1680 GB (4×420 GB HDD),High,unavailable,unavailable,unavailable,unavailable,unavailable
M2 High Memory Extra Large,m2.xlarge,17.1 GiB,2 vCPUs,420 GB HDD,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
M2 High Memory Double Extra Large,m2.2xlarge,34.2 GiB,4 vCPUs,850 GB HDD,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
M2 High Memory Quadruple Extra Large,m2.4xlarge,68.4 GiB,8 vCPUs,1680 GB (2×840 GB HDD),High,unavailable,unavailable,unavailable,unavailable,unavailable
M3 General Purpose Medium,m3.medium,3.75 GiB,1 vCPUs,4 GB SSD,Moderate,$0.079 hourly,$0.06 hourly,$0.0264 hourly,$0.142 hourly,$0.116 hourly
M3 General Purpose Large,m3.large,7.5 GiB,2 vCPUs,32 GB SSD,Moderate,$0.158 hourly,$0.12 hourly,$0.0591 hourly,$0.284 hourly,$0.231 hourly
M3 General Purpose Extra Large,m3.xlarge,15 GiB,4 vCPUs,80 GB (2×40 GB SSD),High,$0.315 hourly,$0.239 hourly,$0.1334 hourly,$0.567 hourly,$0.46 hourly
M3 General Purpose Double Extra Large,m3.2xlarge,30 GiB,8 vCPUs,160 GB (2×80 GB SSD),High,$0.632 hourly,$0.479 hourly,$0.3084 hourly,$1.136 hourly,$0.921 hourly
M4 General Purpose Large,m4.large,8 GiB,2 vCPUs,EBS only,Moderate,$0.12 hourly,$0.0819 hourly,$0.0501 hourly,$0.212 hourly,$0.1739 hourly
M4 General Purpose Extra Large,m4.xlarge,16 GiB,4 vCPUs,EBS only,High,$0.24 hourly,$0.1638 hourly,$0.0974 hourly,$0.424 hourly,$0.3478 hourly
M4 General Purpose Double Extra Large,m4.2xlarge,32 GiB,8 vCPUs,EBS only,High,$0.48 hourly,$0.3276 hourly,$0.2162 hourly,$0.848 hourly,$0.6956 hourly
M4 General Purpose Quadruple Extra Large,m4.4xlarge,64 GiB,16 vCPUs,EBS only,High,$0.96 hourly,$0.6552 hourly,$0.3862 hourly,$1.696 hourly,$1.3912 hourly
M4 General Purpose Deca Extra Large,m4.10xlarge,160 GiB,40 vCPUs,EBS only,10 Gigabit,$2.40 hourly,$1.638 hourly,$0.7946 hourly,$4.24 hourly,$3.478 hourly
M4 General Purpose 16xlarge Extra Large,m4.16xlarge,256 GiB,64 vCPUs,EBS only,25 Gigabit,$3.84 hourly,$2.6208 hourly,$1.1086 hourly,$6.784 hourly,$5.5648 hourly
M5 General Purpose Large,m5.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.115 hourly,$0.072 hourly,$0.0356 hourly,$0.207 hourly,$0.164 hourly
M5 General Purpose Extra Large,m5.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.23 hourly,$0.145 hourly,$0.0622 hourly,$0.414 hourly,$0.329 hourly
M5 General Purpose Double Extra Large,m5.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.46 hourly,$0.29 hourly,$0.1323 hourly,$0.828 hourly,$0.658 hourly
M5 General Purpose Quadruple Extra Large,m5.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.92 hourly,$0.58 hourly,$0.3328 hourly,$1.656 hourly,$1.316 hourly
M5 General Purpose Eight Extra Large,m5.8xlarge,128 GiB,32 vCPUs,EBS only,10 Gigabit,$1.84 hourly,$1.159 hourly,$0.478 hourly,$3.312 hourly,$2.631 hourly
M5 General Purpose 12xlarge Extra Large,m5.12xlarge,192 GiB,48 vCPUs,EBS only,12 Gigabit,$2.76 hourly,$1.739 hourly,$0.8247 hourly,$4.968 hourly,$3.947 hourly
M5 General Purpose 16xlarge Extra Large,m5.16xlarge,256 GiB,64 vCPUs,EBS only,20 Gigabit,$3.68 hourly,$2.318 hourly,$1.2162 hourly,$6.624 hourly,$5.262 hourly
M5 General Purpose 24xlarge,m5.24xlarge,384 GiB,96 vCPUs,EBS only,25 Gigabit,$5.52 hourly,$3.478 hourly,$1.4462 hourly,$9.936 hourly,$7.894 hourly
M5 General Purpose Metal,m5.metal,384 GiB,96 vCPUs,EBS only,25 Gigabit,$5.52 hourly,$3.478 hourly,$1.4005 hourly,$9.936 hourly,$7.894 hourly
M5A Large,m5a.large,8 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.104 hourly,$0.066 hourly,$0.0419 hourly,$0.196 hourly,$0.158 hourly
M5A Extra Large,m5a.xlarge,16 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.208 hourly,$0.131 hourly,$0.1008 hourly,$0.392 hourly,$0.315 hourly
M5A Double Extra Large,m5a.2xlarge,32 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.416 hourly,$0.262 hourly,$0.1792 hourly,$0.784 hourly,$0.63 hourly
M5A Quadruple Extra Large,m5a.4xlarge,64 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.832 hourly,$0.524 hourly,$0.3779 hourly,$1.568 hourly,$1.26 hourly
M5A Eight Extra Large,m5a.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$1.664 hourly,$1.048 hourly,$0.6126 hourly,$3.136 hourly,$2.52 hourly
M5A 12xlarge Extra Large,m5a.12xlarge,192 GiB,48 vCPUs,EBS only,10 Gigabit,$2.496 hourly,$1.572 hourly,$0.9212 hourly,$4.704 hourly,$3.78 hourly
M5A 16xlarge Extra Large,m5a.16xlarge,256 GiB,64 vCPUs,EBS only,12 Gigabit,$3.328 hourly,$2.097 hourly,$1.1236 hourly,$6.272 hourly,$5.041 hourly
M5A 24xlarge,m5a.24xlarge,384 GiB,96 vCPUs,EBS only,20 Gigabit,$4.992 hourly,$3.145 hourly,$1.4313 hourly,$9.408 hourly,$7.561 hourly
M5AD Large,m5ad.large,8 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.125 hourly,$0.079 hourly,$0.0483 hourly,$0.217 hourly,$0.171 hourly
M5AD Extra Large,m5ad.xlarge,16 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.25 hourly,$0.158 hourly,$0.1299 hourly,$0.434 hourly,$0.342 hourly
