Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
G6F Extra Large,g6f.xlarge,16 GiB,4 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,$0.0861 hourly / vCPU,unavailable,$0.0253 hourly / vCPU,$0.1321 hourly / vCPU,unavailable
G6F Double Extra Large,g6f.2xlarge,32 GiB,8 vCPUs,200 GB NVMe SSD,Up to 10 Gigabit,$0.0861 hourly / vCPU,unavailable,$0.0291 hourly / vCPU,$0.1321 hourly / vCPU,unavailable
G6F Quadruple Extra Large,g6f.4xlarge,64 GiB,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,$0.0861 hourly / vCPU,unavailable,$0.0273 hourly / vCPU,$0.1321 hourly / vCPU,unavailable
Gr6 Graphics and Machine Learning GPU High RAM ratio Quadruple Extra Large,gr6.4xlarge,128 GiB,16 vCPUs,600 GB NVMe SSD,Up to 25 Gigabit,$0.1395 hourly / vCPU,$0.0908 hourly / vCPU,$0.0365 hourly / vCPU,$0.1855 hourly / vCPU,$0.1368 hourly / vCPU
Gr6 Graphics and Machine Learning GPU High RAM ratio Eight Extra Large,gr6.8xlarge,256 GiB,32 vCPUs,900 GB (2×450 GB NVMe SSD),25 Gigabit,$0.1109 hourly / vCPU,$0.0722 hourly / vCPU,$0.0272 hourly / vCPU,$0.1569 hourly / vCPU,$0.1182 hourly / vCPU
GR6F Quadruple Extra Large,gr6f.4xlarge,128 GiB,16 vCPUs,450 GB NVMe SSD,Up to 25 Gigabit,$0.0966 hourly / vCPU,unavailable,$0.0318 hourly / vCPU,$0.1426 hourly / vCPU,unavailable
H1 Double Extra Large,h1.2xlarge,32 GiB,8 vCPUs,2000 GB HDD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 Quadruple Extra Large,h1.4xlarge,64 GiB,16 vCPUs,4000 GB (2×2000 GB HDD),Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 Eight Extra Large,h1.8xlarge,128 GiB,32 vCPUs,8000 GB (4×2000 GB HDD),10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
H1 16xlarge Extra Large,h1.16xlarge,256 GiB,64 vCPUs,16000 GB (8×2000 GB HDD),25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC6A 48xlarge,hpc6a.48xlarge,384 GiB,96 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC6ID 32xlarge,hpc6id.32xlarge,1024 GiB,64 vCPUs,EBS only,200 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 12xlarge Extra Large,hpc7a.12xlarge,768 GiB,24 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 24xlarge,hpc7a.24xlarge,768 GiB,48 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 48xlarge,hpc7a.48xlarge,768 GiB,96 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7A 96xlarge,hpc7a.96xlarge,768 GiB,192 vCPUs,EBS only,300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
HPC7G Quadruple Extra Large,hpc7g.4xlarge,128 GiB,16 vCPUs,EBS only,200 Gigabit,$0.132 hourly / vCPU,$0.1039 hourly / vCPU,unavailable,unavailable,unavailable
HPC7G Eight Extra Large,hpc7g.8xlarge,128 GiB,32 vCPUs,EBS only,200 Gigabit,$0.066 hourly / vCPU,$0.052 hourly / vCPU,unavailable,unavailable,unavailable
HPC7G 16xlarge Extra Large,hpc7g.16xlarge,128 GiB,64 vCPUs,EBS only,200 Gigabit,$0.033 hourly / vCPU,$0.026 hourly / vCPU,unavailable,unavailable,unavailable
High Storage Eight Extra Large,hs1.8xlarge,117 GiB,16 vCPUs,EBS only,10 Gigabit,unavailable,unavailable,unavailable,$0.3375 hourly / vCPU,unavailable
I2 Large,i2.large,15 GiB,2 vCPUs,EBS only,Moderate,unavailable,unavailable,unavailable,unavailable,unavailable
I2 Extra Large,i2.xlarge,30.5 GiB,4 vCPUs,800 GB SSD,Moderate,$0.2503 hourly / vCPU,$0.1558 hourly / vCPU,$0.0565 hourly / vCPU,$0.2783 hourly / vCPU,$0.2073 hourly / vCPU
I2 Double Extra Large,i2.2xlarge,61 GiB,8 vCPUs,1600 GB (2×800 GB SSD),High,$0.2501 hourly / vCPU,$0.1558 hourly / vCPU,$0.0535 hourly / vCPU,$0.2783 hourly / vCPU,$0.2075 hourly / vCPU
I2 Quadruple Extra Large,i2.4xlarge,122 GiB,16 vCPUs,3200 GB (4×800 GB SSD),High,$0.2501 hourly / vCPU,$0.1558 hourly / vCPU,$0.0614 hourly / vCPU,$0.2782 hourly / vCPU,$0.2073 hourly / vCPU
I2 Eight Extra Large,i2.8xlarge,244 GiB,32 vCPUs,6400 GB (8×800 GB SSD),10 Gigabit,$0.2501 hourly / vCPU,$0.1558 hourly / vCPU,$0.0613 hourly / vCPU,$0.2782 hourly / vCPU,$0.2072 hourly / vCPU
I3 High I/O Large,i3.large,15.25 GiB,2 vCPUs,475 GB NVMe SSD,Up to 10 Gigabit,$0.0915 hourly / vCPU,$0.062 hourly / vCPU,$0.0228 hourly / vCPU,$0.1375 hourly / vCPU,$0.108 hourly / vCPU
I3 High I/O Extra Large,i3.xlarge,30.5 GiB,4 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.0915 hourly / vCPU,$0.062 hourly / vCPU,$0.0261 hourly / vCPU,$0.1375 hourly / vCPU,$0.108 hourly / vCPU
I3 High I/O Double Extra Large,i3.2xlarge,61 GiB,8 vCPUs,1900 GB NVMe SSD,Up to 10 Gigabit,$0.0915 hourly / vCPU,$0.062 hourly / vCPU,$0.0278 hourly / vCPU,$0.1375 hourly / vCPU,$0.108 hourly / vCPU
I3 High I/O Quadruple Extra Large,i3.4xlarge,122 GiB,16 vCPUs,3800 GB (2×1900 GB NVMe SSD),Up to 10 Gigabit,$0.0915 hourly / vCPU,$0.0619 hourly / vCPU,$0.0298 hourly / vCPU,$0.1375 hourly / vCPU,$0.1079 hourly / vCPU
I3 High I/O Eight Extra Large,i3.8xlarge,244 GiB,32 vCPUs,7600 GB (4×1900 GB NVMe SSD),10 Gigabit,$0.0915 hourly / vCPU,$0.0619 hourly / vCPU,$0.0225 hourly / vCPU,$0.1375 hourly / vCPU,$0.1079 hourly / vCPU
I3 High I/O 16xlarge Extra Large,i3.16xlarge,488 GiB,64 vCPUs,15200 GB (8×1900 GB NVMe SSD),25 Gigabit,$0.0915 hourly / vCPU,$0.062 hourly / vCPU,$0.0215 hourly / vCPU,$0.1375 hourly / vCPU,$0.108 hourly / vCPU
I3 High I/O Metal,i3.metal,512 GiB,72 vCPUs,EBS only,25 Gigabit,$0.0813 hourly / vCPU,$0.0551 hourly / vCPU,$0.0276 hourly / vCPU,$0.1222 hourly / vCPU,$0.096 hourly / vCPU
I3EN Large,i3en.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.133 hourly / vCPU,$0.091 hourly / vCPU,$0.0324 hourly / vCPU,$0.179 hourly / vCPU,$0.137 hourly / vCPU
I3EN Extra Large,i3en.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0387 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN Double Extra Large,i3en.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0397 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN 3xlarge,i3en.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0324 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN 6xlarge,i3en.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0365 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN 12xlarge Extra Large,i3en.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.041 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN 24xlarge,i3en.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0467 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3EN Metal,i3en.metal,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),100 Gigabit,$0.133 hourly / vCPU,$0.0908 hourly / vCPU,$0.0327 hourly / vCPU,$0.179 hourly / vCPU,$0.1368 hourly / vCPU
I3P 16xlarge Extra Large,i3p.16xlarge,488 GiB,64 vCPUs,EBS only,20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Large,i4g.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Extra Large,i4g.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Double Extra Large,i4g.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Quadruple Extra Large,i4g.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G Eight Extra Large,i4g.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4G 16xlarge Extra Large,i4g.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I4I Large,i4i.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.1005 hourly / vCPU,$0.0655 hourly / vCPU,$0.0249 hourly / vCPU,$0.1465 hourly / vCPU,$0.0655 hourly / vCPU
I4I Extra Large,i4i.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.1008 hourly / vCPU,$0.0655 hourly / vCPU,$0.0289 hourly / vCPU,$0.1468 hourly / vCPU,$0.0655 hourly / vCPU
I4I Double Extra Large,i4i.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.1006 hourly / vCPU,$0.0656 hourly / vCPU,$0.0298 hourly / vCPU,$0.1466 hourly / vCPU,$0.0656 hourly / vCPU
I4I Quadruple Extra Large,i4i.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.1006 hourly / vCPU,$0.0656 hourly / vCPU,$0.0277 hourly / vCPU,$0.1466 hourly / vCPU,$0.1116 hourly / vCPU
I4I Eight Extra Large,i4i.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),18.75 Gigabit,$0.1007 hourly / vCPU,$0.0656 hourly / vCPU,$0.0237 hourly / vCPU,$0.1467 hourly / vCPU,$0.0656 hourly / vCPU
I4I 12xlarge Extra Large,i4i.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),28.12 Gigabit,$0.1006 hourly / vCPU,$0.0656 hourly / vCPU,$0.0252 hourly / vCPU,$0.1466 hourly / vCPU,$0.1116 hourly / vCPU
I4I 16xlarge Extra Large,i4i.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),37.5 Gigabit,$0.1007 hourly / vCPU,$0.0656 hourly / vCPU,$0.0251 hourly / vCPU,$0.1467 hourly / vCPU,$0.0656 hourly / vCPU
I4I 24xlarge,i4i.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),56.25 Gigabit,$0.1007 hourly / vCPU,$0.0656 hourly / vCPU,$0.0236 hourly / vCPU,$0.1467 hourly / vCPU,$0.1116 hourly / vCPU
I4I 32xlarge,i4i.32xlarge,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$0.1007 hourly / vCPU,$0.0656 hourly / vCPU,$0.0245 hourly / vCPU,$0.1467 hourly / vCPU,$0.1116 hourly / vCPU
I4I Metal,i4i.metal,1024 GiB,128 vCPUs,30000 GB (8×3750 GB NVMe SSD),75 Gigabit,$0.1006 hourly / vCPU,$0.0656 hourly / vCPU,$0.0262 hourly / vCPU,$0.1466 hourly / vCPU,$0.0656 hourly / vCPU
I7I Large,i7i.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0194 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Extra Large,i7i.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0168 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Double Extra Large,i7i.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0188 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Quadruple Extra Large,i7i.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0174 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Eight Extra Large,i7i.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0147 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I 12xlarge Extra Large,i7i.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.015 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I 16xlarge Extra Large,i7i.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0163 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I 24xlarge,i7i.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0164 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I 48xlarge,i7i.48xlarge,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0159 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Metal-24xl,i7i.metal-24xl,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.017 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7I Metal-48xl,i7i.metal-48xl,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,$0.1107 hourly / vCPU,unavailable,$0.0158 hourly / vCPU,$0.1567 hourly / vCPU,unavailable
I7IE Large,i7ie.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0385 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE Extra Large,i7ie.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0382 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE Double Extra Large,i7ie.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0439 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 3xlarge,i7ie.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0377 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 6xlarge,i7ie.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),Up to 25 Gigabit,$0.153 hourly / vCPU,unavailable,$0.037 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 12xlarge Extra Large,i7ie.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),Up to 50 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0372 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 18xlarge,i7ie.18xlarge,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),Up to 75 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0385 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 24xlarge,i7ie.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0493 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE 48xlarge,i7ie.48xlarge,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0381 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE Metal-24xl,i7ie.metal-24xl,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),Up to 100 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0385 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I7IE Metal-48xl,i7ie.metal-48xl,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),100 Gigabit,$0.153 hourly / vCPU,unavailable,$0.0374 hourly / vCPU,$0.199 hourly / vCPU,unavailable
I8G Large,i8g.large,16 GiB,2 vCPUs,468 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Extra Large,i8g.xlarge,32 GiB,4 vCPUs,937 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Double Extra Large,i8g.2xlarge,64 GiB,8 vCPUs,1875 GB NVMe SSD,Up to 12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Quadruple Extra Large,i8g.4xlarge,128 GiB,16 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Eight Extra Large,i8g.8xlarge,256 GiB,32 vCPUs,7500 GB (2×3750 GB NVMe SSD),Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G 12xlarge Extra Large,i8g.12xlarge,384 GiB,48 vCPUs,11250 GB (3×3750 GB NVMe SSD),Up to 28.12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G 16xlarge Extra Large,i8g.16xlarge,512 GiB,64 vCPUs,15000 GB (4×3750 GB NVMe SSD),Up to 37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G 24xlarge,i8g.24xlarge,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G 48xlarge,i8g.48xlarge,1536 GiB,192 vCPUs,45000 GB (12×3750 GB NVMe SSD),Up to 100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8G Metal-24xl,i8g.metal-24xl,768 GiB,96 vCPUs,22500 GB (6×3750 GB NVMe SSD),Up to 56.25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Large,i8ge.large,16 GiB,2 vCPUs,1250 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Extra Large,i8ge.xlarge,32 GiB,4 vCPUs,2500 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Double Extra Large,i8ge.2xlarge,64 GiB,8 vCPUs,5000 GB (2×2500 GB NVMe SSD),Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 3xlarge,i8ge.3xlarge,96 GiB,12 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 6xlarge,i8ge.6xlarge,192 GiB,24 vCPUs,15000 GB (2×7500 GB NVMe SSD),37.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 12xlarge Extra Large,i8ge.12xlarge,384 GiB,48 vCPUs,30000 GB (4×7500 GB NVMe SSD),75 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 18xlarge,i8ge.18xlarge,576 GiB,72 vCPUs,45000 GB (6×7500 GB NVMe SSD),112.5 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 24xlarge,i8ge.24xlarge,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE 48xlarge,i8ge.48xlarge,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Metal-24xl,i8ge.metal-24xl,768 GiB,96 vCPUs,60000 GB (8×7500 GB NVMe SSD),150 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
I8GE Metal-48xl,i8ge.metal-48xl,1536 GiB,192 vCPUs,120000 GB (16×7500 GB NVMe SSD),300 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
IM4GN Large,im4gn.large,8 GiB,2 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.0263 hourly / vCPU,unavailable,unavailable
IM4GN Extra Large,im4gn.xlarge,16 GiB,4 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.0265 hourly / vCPU,unavailable,unavailable
IM4GN Double Extra Large,im4gn.2xlarge,32 GiB,8 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.0266 hourly / vCPU,unavailable,unavailable
IM4GN Quadruple Extra Large,im4gn.4xlarge,64 GiB,16 vCPUs,7500 GB NVMe SSD,25 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.0272 hourly / vCPU,unavailable,unavailable
IM4GN Eight Extra Large,im4gn.8xlarge,128 GiB,32 vCPUs,15000 GB (2×7500 GB NVMe SSD),50 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.024 hourly / vCPU,unavailable,unavailable
IM4GN 16xlarge Extra Large,im4gn.16xlarge,256 GiB,64 vCPUs,30000 GB (4×7500 GB NVMe SSD),100 Gigabit,$0.1067 hourly / vCPU,$0.0687 hourly / vCPU,$0.0317 hourly / vCPU,unavailable,unavailable
INF1 Extra Large,inf1.xlarge,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.077 hourly / vCPU,$0.0485 hourly / vCPU,$0.0222 hourly / vCPU,unavailable,unavailable
INF1 Double Extra Large,inf1.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.0611 hourly / vCPU,$0.0385 hourly / vCPU,$0.0157 hourly / vCPU,unavailable,unavailable
INF1 6xlarge,inf1.6xlarge,48 GiB,24 vCPUs,EBS only,25 Gigabit,$0.0664 hourly / vCPU,$0.0418 hourly / vCPU,$0.0173 hourly / vCPU,unavailable,unavailable
INF1 24xlarge,inf1.24xlarge,192 GiB,96 vCPUs,EBS only,100 Gigabit,$0.0664 hourly / vCPU,$0.0418 hourly / vCPU,$0.0158 hourly / vCPU,unavailable,unavailable
INF2 Extra Large,inf2.xlarge,16 GiB,4 vCPUs,EBS only,Up to 15 Gigabit,$0.2843 hourly / vCPU,$0.1791 hourly / vCPU,$0.0883 hourly / vCPU,unavailable,unavailable
INF2 Eight Extra Large,inf2.8xlarge,128 GiB,32 vCPUs,EBS only,Up to 25 Gigabit,$0.0922 hourly / vCPU,$0.0581 hourly / vCPU,$0.0455 hourly / vCPU,unavailable,unavailable
INF2 24xlarge,inf2.24xlarge,384 GiB,96 vCPUs,EBS only,50 Gigabit,$0.1014 hourly / vCPU,$0.0639 hourly / vCPU,$0.0572 hourly / vCPU,unavailable,unavailable
INF2 48xlarge,inf2.48xlarge,768 GiB,192 vCPUs,EBS only,100 Gigabit,$0.1014 hourly / vCPU,$0.0639 hourly / vCPU,$0.0477 hourly / vCPU,unavailable,unavailable
IS4GEN Medium,is4gen.medium,6 GiB,1 vCPUs,937 GB NVMe SSD,Up to 25 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0424 hourly / vCPU,unavailable,unavailable
IS4GEN Large,is4gen.large,12 GiB,2 vCPUs,1875 GB NVMe SSD,Up to 25 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0406 hourly / vCPU,unavailable,unavailable
IS4GEN Extra Large,is4gen.xlarge,24 GiB,4 vCPUs,3750 GB NVMe SSD,Up to 25 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0396 hourly / vCPU,unavailable,unavailable
IS4GEN Double Extra Large,is4gen.2xlarge,48 GiB,8 vCPUs,7500 GB NVMe SSD,Up to 25 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0431 hourly / vCPU,unavailable,unavailable
IS4GEN Quadruple Extra Large,is4gen.4xlarge,96 GiB,16 vCPUs,15000 GB (2×7500 GB NVMe SSD),25 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0436 hourly / vCPU,unavailable,unavailable
IS4GEN Eight Extra Large,is4gen.8xlarge,192 GiB,32 vCPUs,30000 GB (4×7500 GB NVMe SSD),50 Gigabit,$0.1696 hourly / vCPU,$0.1158 hourly / vCPU,$0.0434 hourly / vCPU,unavailable,unavailable
M1 General Purpose Small,m1.small,1.7 GiB,1 vCPUs,160 GB HDD,Low,$0.061 hourly / vCPU,$0.037 hourly / vCPU,$0.0276 hourly / vCPU,$0.088 hourly / vCPU,$0.066 hourly / vCPU
M1 General Purpose Medium,m1.medium,3.75 GiB,1 vCPUs,410 GB HDD,Moderate,$0.122 hourly / vCPU,$0.074 hourly / vCPU,$0.0397 hourly / vCPU,$0.177 hourly / vCPU,$0.133 hourly / vCPU
M1 General Purpose Large,m1.large,7.5 GiB,2 vCPUs,840 GB (2×420 GB HDD),Moderate,$0.1215 hourly / vCPU,$0.074 hourly / vCPU,$0.0322 hourly / vCPU,$0.1765 hourly / vCPU,$0.1325 hourly / vCPU
M1 General Purpose Extra Large,m1.xlarge,15 GiB,4 vCPUs,1680 GB (4×420 GB HDD),High,$0.1215 hourly / vCPU,$0.074 hourly / vCPU,$0.0337 hourly / vCPU,$0.1765 hourly / vCPU,$0.1325 hourly / vCPU
M2 High Memory Extra Large,m2.xlarge,17.1 GiB,2 vCPUs,420 GB HDD,Moderate,$0.1435 hourly / vCPU,$0.0755 hourly / vCPU,$0.0429 hourly / vCPU,$0.176 hourly / vCPU,$0.156 hourly / vCPU
